F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
Europe,-69.14,172.38,High,33196.08,4.26,-334.98,-4.28,-102.04,49.47,208.08,-159,24.62,551.86,-9.04,528.39,-29.86,194.13,242.86,4,1969.01,4,-2137,130.93,4904.7,-683.64,307.11,-1860.8,35.56,5.96,5315.47,10.5,-1931.64,-760.48,175.2
USA,-81.02,167.13,Very high,29442.3,11.43,-389.43,-8.11,-48.32,52.14,398.94,-1004.49,28.99,936.04,-14.72,10.54,-26.24,251.16,135.98,3,464.32,4,-1807.6,13.71,1986.04,-1749.56,153.21,-2279.26,40.8,2.7,16563.13,8.76,-2076.61,-1060.3,190.7
Rest,-80.58,272.73,High,38533.8,-5.25,-342.66,-7.05,-30.81,67.68,235.8,98.19,23.79,798.78,-5.24,-231.72,-30.49,387.69,492.46,4,6173.01,3,-1265.58,2.22,4837.94,-1626.14,194.67,-2231.4,31.64,3.66,13713.99,21.75,-1492.88,-2787.24,-8.93
Europe,-64.2,-111.42,Medium,33811.59,4.95,-224.52,-9.82,-70.33,58.71,1591.95,-978.75,21.97,317.22,-12.56,371.21,-28.51,333,289.6,6,6510.78,2,-1359.92,0.99,3102.42,735.98,135.69,-2176.52,46.6,17.34,17874.83,21.09,-1892.41,-1814.02,-8.93
Europe,-69.2,489.93,Very high,29507.67,-1.32,-255.36,-4.7,-96.97,58.53,-241.89,-678.3,24.45,227.32,-5.9,439.56,-28.52,177.54,260.38,4,4446.13,4,-2031.64,3.92,3843.68,-383.02,108.24,-1358.94,54,1.4,14936.6,26.91,-1173.08,-3215.14,-8.93
Europe,-71.84,281.52,Very low,30482.04,15.48,-277.29,-11.99,-117.01,62.4,-158.94,-1828.05,28.87,2171.02,2.66,87.63,-20.76,203.61,303.6,5,3663.72,4,-1621.5,0.01,1904.82,-194.96,14.85,-1985.8,50.98,5.98,18137.91,2.79,-2023.03,-1342.14,347.26
UK,-58.32,204.45,Medium,20186.82,6.21,-273.99,-4.88,-176.19,67.17,1288.71,-2227.29,25.96,1101.94,-9.7,626.66,-22.64,122.07,99.3,3,-277.43,5,-866.9,0.32,3933.1,-2152.02,226.47,-1593.76,55.06,4.86,19438.76,4.86,-1631.51,-1338.36,606.31
Europe,-66.34,183.48,Very low,13491.09,8.67,-346.53,-11.05,-89.55,66.57,399.87,-2551.8,23.41,1208.84,-9.46,-431.07,-26.22,54.9,217.08,1,-1723.96,4,-1290.58,0.22,4253.22,-966.14,161.43,-2735.26,45.44,3.78,16325.28,23.31,-1981.14,-2027.54,-8.93
UK,-77.56,165.75,Low,32704.02,10.86,-401.37,-6.66,-117.51,68.4,1405.05,-1122.27,22.82,1044.72,-3.84,862.35,-24.15,288.63,276.06,2,-1433.59,3,-1177.8,0.22,2225.32,-1203.9,195.75,-1983.42,46.28,4.94,3732.97,3.63,-2044.39,-1435.5,602.4
Rest,-83.54,166.5,Very high,34602,2.97,-406.29,-9.56,-32.69,51.69,2379.48,-1377.33,24.1,989.16,-3.6,289.26,-24.43,182.52,391.96,0,636.2,3,-1187.42,17.07,4414.32,-694.82,124.23,-1705.5,49,25.88,23627.41,7.35,-1819.48,-2061.68,277.11
Europe,-59.62,245.4,Medium,5373.81,-38.1,-279.48,-7.06,-107.2,55.32,1002.75,-1205.94,13.88,1959.48,-8.2,297.54,-26.37,203.37,272.58,4,8229.03,4,-1536.74,0.65,4765.78,-464.08,166.83,-2821.08,38.98,0.64,21874.94,7.56,-1168.32,-2878.34,240.6
Rest,-63.18,99.45,Medium,20545.62,12.96,-137.01,-10.16,-103.21,57.03,-193.86,-1734.51,28.19,331.24,-7.62,92.84,-31.71,295.08,249.2,5,366.63,3,-2492.16,23.49,4918.6,-271.18,174.63,-2051.12,53.18,12.6,17264.92,11.46,-1764.23,-2642.52,18.99
UK,-65.3,330.9,Very high,13652.79,13.74,-205.41,-10.34,-24.94,38.31,-182.34,-1870.71,30.32,996.68,-14.56,370.1,-20.37,210.45,277.72,4,4117.96,4,-1149.32,2.18,3238.78,-1276.34,88.23,-2203.02,45.98,17.18,13670.46,4.47,-994.7,-2410.5,422.07
USA,-65.48,226.95,High,36395.91,7.11,-242.28,-13.19,-123.5,54.18,1371.99,-61.65,22.64,1617,3.14,562.78,-31.15,207.57,242.86,2,3066.16,5,1548.16,2.61,4105.8,-1140.76,95.07,-2217.2,45.2,7.74,20356.85,4.77,-2226.4,-1986.74,521.92
Rest,-77.72,249.15,Very high,29458.98,16.26,-227.58,-4.16,-66.62,58.08,170.79,-1404.36,15.78,1469.48,-1.5,45.63,-26.57,277.32,386.58,5,1101.77,6,-2211.6,0.11,3560.66,-117.62,212.43,-2282.52,36.88,8.66,18931.13,40.74,-2044.45,-2780.84,-8.93
Europe,-64.72,144.87,Very low,2162.85,15.78,-289.11,0.25,-102.66,55.56,-197.76,182.28,21.32,1283.22,-8.82,20.88,-24.36,367.65,300.52,5,5701.13,4,-1524.36,1.94,4172.04,106.72,148.53,-1613.52,54.22,11.1,13766.68,8.46,-2255.37,-2235.32,-8.93
UK,-71.7,142.53,Medium,19796.67,-1.59,-274.68,-9.33,-73.08,57.45,599.52,-2641.98,26.11,989.8,-0.46,-96.42,-26.97,161.37,252.86,5,3820.55,5,-1091.38,1.38,3395.3,-243.88,92.67,-1948.54,73.98,3.66,17144.16,25.53,-1899.43,-1950.2,28.46
UK,-59.66,199.41,Very low,33072.51,8.19,-187.05,-9.92,-76.69,45.27,1267.44,-498.99,12.18,1452.16,-2.22,-162.64,-27.71,297.99,291.8,3,1398.49,2,-509.96,57.66,5130.44,-980.26,214.2,-1555.74,58.84,5.48,13480.58,5.49,-1901.84,-3198.32,192.44
UK,-85.88,206.64,Medium,31388.1,9.57,-214.02,-4.72,-58.26,64.32,-195.75,-1242.63,24.09,537.18,-7.46,-142.77,-28.58,265.98,423.54,3,3542.23,4,-1507.82,0.17,3366.06,-1008.28,294.21,-2783.6,46.8,3.52,5265.27,5.04,-1549.29,-1738.72,457.12
Europe,-68.34,153,High,18476.49,8.22,-292.95,-10.34,-62.9,32.82,-1136.1,-250.74,23.56,770.72,-12.38,376.16,-26.71,173.76,323.58,1,6750.36,3,-571.84,2.15,2846.86,-297.5,183.54,-1846.72,37.6,4.52,16745.32,4.53,-1895.78,-2256.96,411.76
Europe,-71.32,99.75,High,21469.29,13.92,-299.61,-3.24,-52.11,57.03,801.24,-1290.12,20.13,1533.24,-5.46,377.76,-24.5,291,303.54,5,2412.05,0,1844.68,22.57,4316.96,-1185.74,-31.92,-2240.02,37.68,1.14,16829.03,3.93,-1934.28,-3239.62,104.64
USA,-65.56,191.25,Low,23883.63,36.66,-229.29,-11.11,-107,59.7,3128.43,-2161.41,25.93,375.32,-12.78,179.73,-23.09,266.07,318.7,5,9126.17,6,-789.72,21.57,2925.28,-89.06,127.26,-2094.38,46.72,2.48,17734.78,4.32,-2155.66,-2313.78,71.12
Europe,-73.52,106.44,Very high,33238.62,2.61,-373.83,-8.73,-68.47,50.82,-234.12,-2619.03,23.28,1287.56,-8.5,178.58,-29.68,144.99,295.3,7,5271.12,5,-1413.42,0.21,3454.68,-464.3,150.42,-1109.88,55.08,4.56,19599.08,16.92,-1719.64,-1519.18,-8.93
USA,-69.82,-192.84,Low,32974.86,-6.27,-137.94,-6.19,-94.54,67.02,-118.11,-1469.91,22.63,1336.1,-1.22,219.77,-25.3,185.16,286.38,2,2803.18,3,-2125.32,0,3817.76,442.48,123.03,-1014.52,54.32,13.56,17714.99,3.36,-1721.85,-2441,292.27
Europe,-76.78,245.31,Very low,29036.46,1.32,-222.9,-5.57,-30.92,50.34,228.93,644.43,27.98,700.52,5.94,337.31,-28.81,316.38,307.96,5,438.07,3,-1542.34,1.85,4264.66,-1131.68,315.96,-2102.04,53.3,15.98,17295.2,6.81,-1875.63,-2444.12,313.96
UK,-81.82,186.6,Medium,37849.44,8.22,-515.49,-8.24,-68.94,56.58,156.45,-418.59,25.49,1093.58,-5.64,359.98,-25.41,242.85,568.3,6,4949.27,4,632.54,6.64,5115.42,-783.34,265.11,-2899.78,16.34,1.68,20662.79,32.04,-1947.44,-2583.44,-8.93
USA,-70.24,122.79,High,30635.13,19.05,-207.21,-11.27,-85.36,54.42,319.92,-2986.83,8.9,1629.96,-9.2,204.26,-36.41,206.25,229.82,4,3606.79,1,-1348.1,0.74,3869.42,165.74,24.36,-2175.92,37.46,3.04,18396.15,18.27,-1984.06,-2032.6,-8.93
Rest,-64.76,379.83,High,955.92,37.92,-229.41,-10.68,-65.89,57.03,-247.86,-2184.96,21,415.42,-7.82,982.08,-27.38,93.57,339.04,6,8272.75,4,-1263.48,2.08,3383.32,-309.42,152.22,-1229.04,49.88,0.98,17182.17,8.7,-1948.9,-2235.76,56.26
USA,-68.54,370.92,Very low,21094.71,25.89,-287.01,-11.86,-146.04,51.72,-248.07,-1834.11,23.58,263.22,-6.4,749,-25.84,176.64,116.48,6,4880.85,3,-2277.42,0.43,3693.06,-761.3,193.89,-3430.3,51.72,15.02,13320.4,1.74,-1999.42,-2632.1,20.17
UK,-76.66,124.2,Medium,31752.54,9.21,-270.57,-13.74,-106.07,53.67,-130.26,-1466.46,22.08,707.8,0.34,54.47,-37.95,130.14,297.44,6,4980.82,5,-988.58,0.01,3096.12,-1427.78,78.36,-1546.08,44.88,5.44,18628.82,2.19,-1806.09,-2151.64,589.48
Rest,-83.7,107.82,Very high,28764.69,21.48,-231.72,-9.65,-67.83,76.5,1916.25,-1568.49,17.15,1174.3,-3.24,387.88,-27.96,168.15,249.66,0,1537.02,4,-2303.38,14.37,5201.04,-1899.26,212.67,-2143.8,32.92,2.12,15101.65,8.43,-2129.86,-2365.22,323.13
UK,-67.9,165.09,High,27814.83,9.63,-343.92,-10.07,-66.48,53.55,1237.41,-71.7,22.69,1193.66,-5.2,-67.59,-26.25,163.38,384.7,1,4824.57,5,-2445.38,0.16,3382.76,-462.28,272.67,-2429.58,37.9,8.48,23137.69,6.93,-949.75,-2331.98,724.33
UK,-69.8,271.32,Very high,8968.92,6.51,-297.33,-11.89,-101.48,55.8,-354.81,-1663.35,24.18,874.92,0.4,105.41,-23.78,134.85,300.28,5,4512.97,4,-1502.98,5.84,4044.14,66.32,142.95,-2176.44,45.06,14.1,19226.37,7.68,-2431.65,-1393.1,705.09
Rest,-72.8,175.38,Medium,22258.26,22.29,-289.68,-4.45,-78.06,74.43,711.84,-2512.95,13.12,2124.66,1.2,110.26,-25.26,256.41,206.46,4,6759.5,5,-1553.86,0.38,4331.44,-1107.6,75.12,-2910.14,53.16,1.84,14620.77,12.36,-1937,-1087.44,131.13
UK,-89.74,211.74,Very high,18063.63,-14.61,-287.4,-5.35,-93.04,61.65,2008.8,-2010.81,23.02,1932.42,-3.28,279.76,-25.9,69.21,181.08,2,6312.35,7,-1264.16,0.09,2572.34,-229.02,132.18,-2220.82,51.34,2.92,17899.39,8.55,-1265.48,-2784.98,746.09
Europe,-75.58,92.64,Very low,25506.09,27.03,-311.49,-11.1,-82.69,43.98,537.15,-818.97,21.79,1276.68,-12.1,297.97,-24.75,141.93,239.78,5,2406.32,3,-1606.64,1.58,4417.48,-1127.04,127.68,-2535.16,48.56,2.98,16615.58,4.59,-1849.63,-1111.28,-8.93
Rest,-57.68,251.52,Low,6748.98,-2.25,-368.73,-7.76,-92.96,56.79,156.78,-1208.58,23.53,1773.34,-8.32,651.8,-27.07,138.09,282.44,2,3456.2,5,-1466.26,11.54,3770.34,-511.44,57.54,-2176.22,52.9,38.92,17047,4.92,-1489.8,-3101.26,153.58
USA,-70.38,204.87,Very high,8669.01,13.32,-205.59,-8.15,-59.66,54.54,736.29,-44.07,26.42,1615.36,-11.08,339.38,-24.2,294,286.82,6,1905.44,5,-2157.24,0.55,3273.22,-1611,236.46,-2014.6,46.74,3.78,27693.28,3.42,-1562.93,-1736.88,269.64
UK,-75.26,165.33,Medium,23056.26,34.35,-450.84,-11.63,-63.51,34.44,-1416.69,-2193.42,17.57,841.92,-10.66,-44.4,-30.37,220.29,300.8,4,3436.27,4,-1937.7,3.03,5373.28,-672.84,269.64,-2989.08,33.32,5.66,16484.18,3.21,-1803.65,-1824.36,316.05
Rest,-79.46,117.87,Very high,18873.09,0.3,-300.75,-11.79,-127.34,52.17,-1596.51,-932.16,19.52,101.1,-6.58,436.09,-27.74,209.85,273.56,3,11817.87,0,-1588.02,4.12,3021.18,212.6,214.32,-1911.72,31.16,2.72,6625.84,41.07,-1318.22,-2049.38,-8.93
USA,-70.48,169.35,Low,15777.51,14.7,-442.05,-2.05,-71.44,60.54,1275.45,-347.49,22.92,598.92,-9.26,329.26,-26.43,273.39,314.1,5,3587.19,4,-1423,0.68,4170.06,-855.32,261.99,-2541.38,46.82,9.44,18628.47,5.88,-2647.78,-3723.9,81.8
Europe,-68,301.44,High,18066.12,23.22,-226.62,-7.59,-82.45,32.52,-1548.9,-559.89,20.14,1786.16,-16.56,-91.67,-22.91,220.83,371.22,3,3382.75,3,-219.92,1.89,4532.26,-255.14,157.32,-1701.44,23.16,7.3,14182.47,11.25,-1386.81,-1860.88,-8.93
UK,-65.64,172.38,Medium,25123.74,-3.42,-361.41,-5.73,-76,60.09,-1353.48,-1429.77,22.15,-502.56,2.04,162.56,-14.94,161.64,221.54,3,257.35,5,-1576.3,182.6,2771.82,-383.74,124.74,-2251.74,51.08,13.04,19754.12,13.65,-1899.66,-1982.32,675.45
UK,-81.42,152.13,Low,37014.24,12.96,-325.62,-4.23,-120.69,63.27,-1555.41,-1562.97,23.2,543.2,-11.74,333.09,-25.8,172.71,285.96,4,9265.86,2,-1802,1.15,3678.44,-1222.42,146.88,-1772.48,38.7,31.78,18067.33,8.1,-2504.93,-2963.54,-8.93
UK,-65.74,226.56,High,39822.33,-0.33,-235.11,-9.6,-81.74,67.8,1435.08,-964.89,18.26,1750.3,-3.1,120.26,-24.29,37.29,272.86,5,5584.66,8,-2147.36,0,3885.04,-248.78,164.22,-3192.74,36.24,11.16,14152.56,29.55,-421.88,-2275.04,29.51
USA,-54.26,217.32,Very low,14190.75,9.99,-138.45,-8.95,-109.22,51.21,-51.33,-2310.45,20.84,216.02,-7.44,480.12,-29.82,197.94,273.02,4,5789.69,3,-1141.6,0.23,4526.82,-148.62,187.71,-2023.52,58.02,2.34,16694.82,7.26,-2309.2,-1968.78,36.24
UK,-69.84,309.93,Very high,18545.04,7.23,-315.75,-3.36,-102.74,67.95,1314.12,-1481.13,17.37,1706.5,2.14,144.95,-18.59,86.79,271.66,4,2496.03,3,-1857.26,7.37,3690.04,-6.48,186.03,-2119.84,37.26,4.84,29933.63,4.86,-2074.58,-1763.42,733.17
USA,-77.48,133.74,High,22731,15,-164.37,-4.33,-37.53,63.51,-598.5,-3620.1,25.29,771.12,-11.02,53.45,-32.21,285.09,347.96,0,1044.31,6,-1457.84,0.07,2430.32,-125.22,166.41,-1455.2,63.94,4.52,18667.71,9.54,-1728.32,-2188.52,411.89
UK,-67.62,246.15,Medium,23820.72,13.98,-303.06,-10.88,-66.84,48.15,78.39,-1452.33,14.58,1236.98,-12.42,166.92,-28.24,185.7,235.78,4,312.99,0,-50.66,6.94,4900.08,417.32,177.84,-1728.22,46.48,5.28,15457.66,35.1,-1986.31,-1380.1,-8.93
USA,-70.72,264.75,Very high,15844.65,-1.59,-275.88,-7.64,-143.99,54.24,422.25,-800.22,25.14,1112.7,-0.02,84.53,-27.11,253.26,322.34,3,3893.7,5,-783.1,0,3902.98,-1151.5,130.98,-1596.76,43.28,9.52,16965.47,6.24,-1362.14,-2134.96,500.99
Europe,-89.46,196.77,High,19600.89,12.33,-308.67,-4.51,-101.12,51.27,741.36,-2168.7,22.71,1243.82,-7.3,-51.89,-26.97,257.37,263.64,4,2827.65,4,-1500.58,1.19,2154.26,-845.24,296.19,-1336.82,51.14,13.24,12020.25,12.03,-1746.02,-2203.56,241.49
UK,-72,263.97,Very high,20731.05,17.7,-243.54,-6.28,-56.06,56.4,-1035.33,-2665.83,24.93,1373.36,-7.84,-63.06,-24.67,268.08,234.1,8,3221.23,4,-957.78,9.49,3834.62,-599.92,149.34,-2048.84,78.74,6.92,17156.71,6.33,-2204.78,-778.16,142.24
Rest,-73.52,114.42,Low,12385.95,-19.17,-241.47,-7.95,-53.95,68.07,-586.53,-1852.83,27.83,779.4,-3.52,155.81,-26.04,250.47,362.08,4,4014.21,5,-1790.26,0.28,4699.5,-392.62,153,-1721.08,48.4,7.04,14485.76,8.73,-1735.4,-2370.44,109.32
Rest,-76.1,320.85,Medium,31379.88,11.64,-203.16,-4.41,-48.16,73.62,931.89,-1195.14,24.44,191.34,-10.14,287.55,-26.21,235.47,293.52,1,-2087.67,4,-1536.08,63.46,4358.46,-1330.94,68.67,-2144.4,52.68,4.16,23013.68,13.2,-1593.64,-1674.3,95.56
USA,-72.86,102.12,Very high,8330.91,-43.5,-246.96,-2.17,-64.01,48.06,-739.02,-931.65,35.46,1318.68,-2.08,-169.05,-28.05,258.51,163.42,6,3051.8,2,-1310.06,0.05,4402.76,-366.02,114.03,-1870.52,46.74,8.56,19947.12,5.1,-1083.62,-1072.22,257.6
Europe,-83.34,150.99,High,30599.79,15.3,-328.02,-9.86,-75.59,49.5,1600.2,-2534.79,18.33,1359.68,-10.8,355.94,-26.68,254.16,321.34,3,2819.54,9,-2706.82,0.09,4250.38,-1183.78,373.47,-3286.98,44.92,8.42,22780.16,6.12,-1821.06,-2033.66,544.19
Europe,-70.58,208.5,Low,13286.88,-21.39,-286.71,-13.05,-118.95,57.03,1128.6,-2550.54,22.84,977.38,-3.7,74.96,-33.74,112.83,310.82,2,6483.92,5,-1673.52,0.88,4160.66,-491.14,10.35,-3258.26,50.32,13.54,15858.63,7.32,-1578,-2384.42,467.76
USA,-72.56,566.34,Very low,30610.41,-10.2,-198.84,-8.28,-145.41,56.61,1181.49,-925.08,20.42,2083.58,-3.58,123.41,-27.12,152.64,259.84,5,5341.61,4,-955.84,42.65,4408.28,-1155.66,90.69,-1836.04,41.4,21.86,12292.32,6.75,-1994.76,-1706.38,52.15
UK,-72.52,343.14,Very low,31147.2,3.69,-269.64,-9.01,-110.37,57.48,1521.66,-1778.82,18.71,1276.42,-17.76,-226.18,-26.25,41.31,129.72,2,3841.4,5,-943.72,19.47,4331.24,-1148.9,324.87,-2326.08,5.8,2.24,16950.55,4.8,-1653.9,-1028.92,37.66
Europe,-74.28,216.33,Medium,28992.87,13.98,-233.04,-10.37,-32.71,46.17,1238.07,-2271.72,23.9,2107.84,-0.14,43.72,-33.15,222.72,318.5,5,997.02,5,-2562.04,256.48,4485.4,-520.7,90.84,-1858.76,47.64,11.14,17088.46,7.53,-2049.85,-873.94,439.12
Rest,-63,163.14,High,33955.5,4.05,-278.91,-13.21,-42.05,64.41,-312.3,-993.93,28.73,1598.58,-4.38,34.95,-28.53,323.43,257.88,5,6303.16,2,-1012.88,0,4675.54,-1836.24,233.25,-2174.54,45.66,5.46,21463.83,6.24,-2237.95,-1472.52,41.79
Rest,-81.78,315.96,Medium,32323.98,3.57,-298.08,-9.32,-50.15,78.78,372.48,-1003.83,22.96,780.84,-3.2,648.72,-17.41,355.26,305.32,5,-816.75,4,-1535.56,240.02,4070.28,-574.02,137.43,-2865.9,58.54,23.98,14712.89,4.68,-1991.01,-1410.52,111.06
UK,-74.64,220.29,Low,22616.79,-42.27,-352.98,-9.23,-51.23,65.43,-505.95,247.92,22.94,1110.42,0.32,91.55,-24.88,144.99,323.72,3,3534.79,6,-987.74,0.01,4456.28,-129.48,197.91,-2373.96,60.2,13.58,17884.32,0.27,-2180,-1753.12,737.44
USA,-77.06,254.61,High,45447.36,6.36,-296.55,-6.49,-70.57,54.24,1074.18,73.17,22.95,918.7,-18.08,186.98,-26.48,139.83,328.12,5,4792.9,3,-891.56,0.11,3901.8,-1191.2,279.03,-2079.1,50.76,14.56,23564.93,18.96,-2054.12,-2390.82,-8.93
USA,-66.06,157.2,Very high,21371.61,13.59,-336.18,-12.13,-97.38,63.66,327.54,-720.12,23.2,704.64,-10.28,111.26,-21.11,143.28,310.82,2,3315.99,5,-1669.48,5.69,6431.98,-1329.26,23.61,-2542.44,66.68,2.34,17547.64,14.1,-1855.43,-2264.54,274.04
Europe,-80.28,259.05,Very low,21404.73,4.77,-385.44,-7.11,-93.29,46.65,229.77,-1154.91,24.45,1556.54,-2.54,353.56,-26.53,290.88,290.22,5,3647.46,5,-1357.88,1.45,4111.92,-893.22,12.03,-2289.68,39.28,9.5,15482.68,6.84,-1885.24,-1715.32,197.98
USA,-87.84,282.99,High,22846.17,-1.38,-400.38,-5.61,-73.4,57.39,1015.23,-1283.64,18.38,831.64,-2.88,57.09,-23.34,144.72,162.08,5,10488.6,6,-1061.16,1.75,5546.22,-61.8,337.29,-1276.52,75.78,5.68,22096.96,24.87,-2132.51,-2574.4,42.32
Rest,-66.6,338.1,Very low,20868.72,16.68,-385.62,-10.72,-70,58.53,-1364.88,-1688.88,25.69,1032.54,-9.94,403.86,-25.27,130.74,193.88,8,5841.36,1,-448.4,0,4261.58,-1098.14,58.59,-2199.14,57.52,5.94,22898.27,10.32,-2258.94,-1884.74,-8.93
USA,-78.12,374.22,High,33129.21,-2.55,-293.31,-8.46,-80.61,52.17,-265.5,-2414.94,21.64,836.5,-10.38,150.08,-28.03,114.09,155.08,2,4829.82,5,-1292.58,0.02,4235.84,-221.5,154.83,-1864.54,57,2.66,15683.86,7.98,-2237.29,-900.98,258.64
UK,-71.56,91.59,High,13367.01,7.74,-324.33,-9.05,-95.54,60.03,-216.06,-1710.54,23.19,665.04,0.02,542.21,-26.23,329.22,309.84,3,733.76,2,-887.94,2.28,3826.96,-377.9,48.9,-2590.54,48.12,7.54,18216.22,16.38,-2045.35,-1455.76,466.57
Europe,-55.6,321.63,Low,8563.68,7.26,-167.49,-7.56,-99.58,67.98,66.36,-1746.9,24.72,998.72,-11,-187.31,-16.27,195.21,521.1,2,8488.17,1,-1905.44,24.42,4624.54,-1617.12,168.72,-1964.3,45.92,7.46,16237.13,13.08,-1134.59,-2647.72,-8.93
USA,-64.98,21.21,High,17099.76,-1.08,-425.79,-11.92,-106.86,53.31,-345.36,-2351.67,18.27,3153.16,-11.08,688.33,-26.1,290.58,175.66,2,3335.91,4,-2034.58,0.33,3137.04,-788.28,-28.5,-1574.08,46.38,9.2,16485.09,5.91,-1885.61,-1898.8,286.22
Europe,-67.82,268.74,Low,12599.82,34.89,-281.91,-4.38,-82.65,72.03,519.66,-864.39,22.57,1343.42,2.24,254.64,-30.27,85.83,234,4,-323.41,3,-1850.44,0.01,4202.88,523.46,-25.77,-2363.5,44.04,7.18,15984.69,11.97,-1807.23,-1510.72,347.15
Europe,-67.42,304.02,Low,17013.87,7.53,-350.01,-9.47,-65.66,62.85,1382.88,-2946.75,21.9,678.4,-2.94,-63.41,-26.67,290.55,217.72,4,7365.98,7,-1993.14,669.61,3859.28,-825.68,139.89,-2348.4,47.16,17.46,15013.71,8.61,-2327.67,-1907.16,434.24
Rest,-78.4,253.89,High,27809.16,6.75,-196.35,-6.71,-70.8,45.6,1679.31,-996.54,27.28,1162.8,-5.8,398.52,-21.53,194.85,153.08,6,2790.09,3,-2888.08,11.64,3821.66,-476.64,194.46,-2796.02,38.7,5.44,18386.13,4.11,-2068.5,-3235.72,67.81
Europe,-69.12,26.31,Very high,19300.68,4.17,-416.88,-8.06,-69.89,57.63,683.4,-948.15,27.38,1135.3,-24.48,237.89,-19.85,-34.8,227.78,8,8083.68,8,-1179.42,2.29,4181.96,-750.98,73.56,-2021.62,48.32,3.34,16993.61,12.33,-2756.99,-2617.4,-8.93
USA,-72.16,332.97,Very high,31025.25,0.33,-181.32,-10.78,-35.99,59.37,318.87,-239.37,27.16,-333.56,3.58,181.58,-25.93,335.52,232.44,6,-3030.35,7,-1467.22,91.24,3234.2,-1455.72,118.23,-2087.88,54.2,3.08,18783.85,17.37,-1671.24,-2309.24,376.1
UK,-56.98,-86.94,Very low,23849.94,15.87,-55.74,-11.1,-124.85,82.86,1712.22,-1249.83,11.05,909.3,-9.9,512.48,-25.72,235.44,258.02,2,2609.28,3,-1965.8,0.1,5414.2,-1177.94,-28.71,-3128.4,31.48,5.4,19236.94,47.67,-1955.73,-2688.72,-8.93
Europe,-65.98,-49.56,Medium,20723.76,37.47,-394.65,-12.16,-52.09,45.03,-288.03,-832.59,26.05,563.8,-9.78,509.42,-28.04,196.32,449.82,4,1670.35,3,-1711.62,0.12,4063.9,-431.96,36.54,-2000.26,55,1.94,18993.97,15.48,-2160.68,-2416.52,-8.93
UK,-69.1,199.41,Low,22716.9,68.34,-162.99,-8.31,-72.9,52.92,1529.88,-2230.41,23.65,850.56,-10.62,291.88,-29.21,277.59,274.94,5,548.43,2,257.28,0.05,5380.28,-579.38,324.81,-1583.74,24.72,6.02,21728.15,10.29,-1890.49,-2175.8,-8.93
Rest,-69.6,401.07,Low,25706.37,4.56,-205.89,-4.85,-99.18,55.86,1540.41,-2291.88,25.13,1096,-3.76,147.45,-35.94,288.36,544.74,2,2411.32,5,-910.88,48.04,2988,-1674.06,-75.18,-3107.9,51.1,9.06,14466.19,3.36,-2481.52,-1789.96,205.06
USA,-69.08,1.53,Medium,25946.16,14.28,-206.7,-12.32,-44.42,51.9,2993.55,-1804.98,24.2,1771.62,-5,609.83,-27.81,192.24,299,7,3074.58,4,-902.88,0.03,2827.88,-1211.18,128.58,-868.32,54.92,7.26,16554.54,5.64,-1589.81,-2205.14,91.54
Rest,-69.24,246.81,Low,24876.9,6.3,-323.94,-12.27,-96.87,67.44,-962.52,-2336.85,20.61,1443.26,-11.1,109.08,-21.39,191.55,423.8,6,7169.69,5,-1399.54,9.19,5869.74,-529.88,126.57,-1541.2,57.18,5.76,15403.42,10.65,-2568.72,-1924.48,-8.93
Europe,-62.2,-67.68,Medium,13265.55,19.2,-289.92,-5.76,-68.73,42.33,-1112.28,-1438.02,20.61,1147.12,-0.86,379.56,-30.19,261.21,220.2,5,2731.24,2,-2665.7,2.36,4393.82,-717.84,36.06,-1571.84,36.82,4.26,18343.67,4.44,-1977.79,-731.02,345
USA,-66.02,206.64,Medium,18796.8,14.34,-144.66,-8.23,-56.2,68.1,1473.48,-636.63,23.07,1536.52,-3.66,601.13,-24.9,206.01,372.22,7,7717.14,3,-1552.1,0.27,3679.14,-837.74,117.78,-1891.66,58.64,25.04,18294.3,8.88,-2047.25,-1562.2,3.76
USA,-73.08,288.09,Very low,9656.55,11.64,-218.4,-5.39,-52.78,68.01,127.5,332.31,19.81,1742.7,-11.1,116.42,-30.84,59.67,546.72,2,5088.04,4,-1678.5,1.27,4498.44,-791.64,255.57,-3124.04,44.84,8.74,19348.09,15.39,-1119.27,-1834.52,11.61
UK,-56.54,153.93,Very low,15426.45,7.59,-224.43,-9.23,-91.6,45.84,503.76,-1223.25,24.81,1085.42,-17.24,192.53,-26.82,87.54,287.86,6,1753.79,5,-1376.62,497,3520.4,445.74,4.05,-2458.34,36.9,5.86,25914.26,4.38,-1858.56,-2555.26,-8.93
Rest,-70.46,129.09,High,45076.77,5.28,-131.43,-7.83,-37.49,51.03,975.24,-1404.09,25.24,1597.86,4.08,345.97,-26.25,98.97,381.4,2,2002.56,7,-2323.3,0.84,5456.62,-840.98,129.36,-1794.24,42.38,9.96,19028.51,6.78,-2025.03,-1584.68,383.63
